f127.0.0.1:2222,127.0.0.1:1111	3099	0
f127.0.0.1:1111,127.0.0.1:2222	3099	1	16	0	3
f127.0.0.1:1111,127.0.0.1:2222	3104	0
f127.0.0.1:2222,127.0.0.1:1111	3104	1	4294967295	14	4
f127.0.0.1:2222,127.0.0.1:1111	3105	2	4294967295	14	4
f127.0.0.1:2222,127.0.0.1:1111	3105	1
f127.0.0.1:2222,127.0.0.1:1111	3106	0
f127.0.0.1:2222,127.0.0.1:1111	3506	1	4294967295	14	4
f127.0.0.1:2222,127.0.0.1:1111	3506	0
f127.0.0.1:2222,127.0.0.1:1111	3506	-1	4294967295	14
f127.0.0.1:2222,127.0.0.1:1111	3907	1	4294967295	14	4
f127.0.0.1:2222,127.0.0.1:1111	3908	0
f127.0.0.1:1111,127.0.0.1:2222	4099	1	15	0	3
f127.0.0.1:1111,127.0.0.1:2222	4105	0
f127.0.0.1:2222,127.0.0.1:1111	4105	1	4294967295	15	4
f127.0.0.1:2222,127.0.0.1:1111	4106	0
f127.0.0.1:1111,127.0.0.1:2222	4106	1	16	0	3
f127.0.0.1:1111,127.0.0.1:2222	4106	2	17	0	3
f127.0.0.1:1111,127.0.0.1:2222	4111	1
f127.0.0.1:2222,127.0.0.1:1111	4111	2	4294967295	16	4
f127.0.0.1:2222,127.0.0.1:1111	4112	1
f127.0.0.1:1111,127.0.0.1:2222	4112	2	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	4115	1
f127.0.0.1:2222,127.0.0.1:1111	4115	2	4294967295	17	4
f127.0.0.1:2222,127.0.0.1:1111	4116	1
f127.0.0.1:1111,127.0.0.1:2222	4116	2	19	0	3
f127.0.0.1:1111,127.0.0.1:2222	4116	3	20	0	3
f127.0.0.1:1111,127.0.0.1:2222	4121	2
f127.0.0.1:2222,127.0.0.1:1111	4121	3	4294967295	18	4
f127.0.0.1:2222,127.0.0.1:1111	4122	2
f127.0.0.1:1111,127.0.0.1:2222	4122	3	21	0	3
f127.0.0.1:1111,127.0.0.1:2222	4125	2
f127.0.0.1:2222,127.0.0.1:1111	4125	3	4294967295	19	4
f127.0.0.1:2222,127.0.0.1:1111	4126	2
f127.0.0.1:1111,127.0.0.1:2222	4126	3	22	0	3
f127.0.0.1:1111,127.0.0.1:2222	4129	2
f127.0.0.1:2222,127.0.0.1:1111	4129	3	4294967295	20	4
f127.0.0.1:2222,127.0.0.1:1111	4130	2
f127.0.0.1:1111,127.0.0.1:2222	4130	3	23	0	3
f127.0.0.1:1111,127.0.0.1:2222	4130	4	24	0	3
f127.0.0.1:1111,127.0.0.1:2222	4135	3
f127.0.0.1:2222,127.0.0.1:1111	4135	4	4294967295	21	4
f127.0.0.1:2222,127.0.0.1:1111	4137	3
f127.0.0.1:1111,127.0.0.1:2222	4137	4	25	0	3
f127.0.0.1:1111,127.0.0.1:2222	4138	3
f127.0.0.1:2222,127.0.0.1:1111	4139	4	4294967295	22	4
f127.0.0.1:2222,127.0.0.1:1111	4140	3
f127.0.0.1:1111,127.0.0.1:2222	4140	4	26	0	3
f127.0.0.1:1111,127.0.0.1:2222	4140	3
f127.0.0.1:1111,127.0.0.1:2222	4140	-1	26	0
f127.0.0.1:1111,127.0.0.1:2222	4143	2
f127.0.0.1:2222,127.0.0.1:1111	4143	3	4294967295	23	4
f127.0.0.1:2222,127.0.0.1:1111	4144	2
f127.0.0.1:1111,127.0.0.1:2222	4144	3	27	0	3
f127.0.0.1:1111,127.0.0.1:2222	4147	2
f127.0.0.1:2222,127.0.0.1:1111	4147	3	4294967295	24	4
f127.0.0.1:2222,127.0.0.1:1111	4148	2
f127.0.0.1:1111,127.0.0.1:2222	4148	3	28	0	3
f127.0.0.1:1111,127.0.0.1:2222	4149	4	29	0	3
f127.0.0.1:1111,127.0.0.1:2222	4154	3
f127.0.0.1:2222,127.0.0.1:1111	4154	4	4294967295	25	4
f127.0.0.1:1111,127.0.0.1:2222	4156	3
f127.0.0.1:2222,127.0.0.1:1111	4156	2
f127.0.0.1:2222,127.0.0.1:1111	4156	3	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4156	4	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4157	3
f127.0.0.1:1111,127.0.0.1:2222	4157	4	30	0	3
f127.0.0.1:2222,127.0.0.1:1111	4157	3
f127.0.0.1:1111,127.0.0.1:2222	4161	2
f127.0.0.1:2222,127.0.0.1:1111	4162	3	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4162	2
f127.0.0.1:2222,127.0.0.1:1111	4162	3	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4163	2
f127.0.0.1:1111,127.0.0.1:2222	4165	1
f127.0.0.1:2222,127.0.0.1:1111	4165	2	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4165	3	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4165	2
f127.0.0.1:2222,127.0.0.1:1111	4167	1
f127.0.0.1:1111,127.0.0.1:2222	4169	0
f127.0.0.1:2222,127.0.0.1:1111	4169	1	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4169	2	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4170	1
f127.0.0.1:2222,127.0.0.1:1111	4171	0
f127.0.0.1:2222,127.0.0.1:1111	4570	1	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4571	0
f127.0.0.1:2222,127.0.0.1:1111	4971	1	4294967295	25	4
f127.0.0.1:2222,127.0.0.1:1111	4971	0
f127.0.0.1:1111,127.0.0.1:2222	5156	1	26	0	3
f127.0.0.1:1111,127.0.0.1:2222	5162	0
f127.0.0.1:2222,127.0.0.1:1111	5162	1	4294967295	26	4
f127.0.0.1:2222,127.0.0.1:1111	5164	0
f127.0.0.1:1111,127.0.0.1:2222	5164	1	27	0	3
f127.0.0.1:1111,127.0.0.1:2222	5165	2	28	0	3
f127.0.0.1:1111,127.0.0.1:2222	5169	1
f127.0.0.1:2222,127.0.0.1:1111	5169	2	4294967295	27	4
f127.0.0.1:2222,127.0.0.1:1111	5171	1
f127.0.0.1:1111,127.0.0.1:2222	5171	2	29	0	3
f127.0.0.1:1111,127.0.0.1:2222	5174	1
f127.0.0.1:2222,127.0.0.1:1111	5174	2	4294967295	28	4
f127.0.0.1:2222,127.0.0.1:1111	5175	1
f127.0.0.1:1111,127.0.0.1:2222	5175	2	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	5175	1
f127.0.0.1:1111,127.0.0.1:2222	5175	-1	30	0
f127.0.0.1:1111,127.0.0.1:2222	5175	2	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	5180	1
f127.0.0.1:2222,127.0.0.1:1111	5180	2	4294967295	29	4
f127.0.0.1:2222,127.0.0.1:1111	5182	1
f127.0.0.1:1111,127.0.0.1:2222	5182	2	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	5182	1
f127.0.0.1:1111,127.0.0.1:2222	5182	-1	32	0
f127.0.0.1:1111,127.0.0.1:2222	5185	0
f127.0.0.1:2222,127.0.0.1:1111	5185	1	4294967295	29	4
f127.0.0.1:2222,127.0.0.1:1111	5185	0
f127.0.0.1:2222,127.0.0.1:1111	5185	-1	4294967295	29
f127.0.0.1:2222,127.0.0.1:1111	5185	1	4294967295	29	4
f127.0.0.1:2222,127.0.0.1:1111	5186	0
f127.0.0.1:2222,127.0.0.1:1111	5586	1	4294967295	29	4
f127.0.0.1:2222,127.0.0.1:1111	5587	0
f127.0.0.1:2222,127.0.0.1:1111	5987	1	4294967295	29	4
f127.0.0.1:2222,127.0.0.1:1111	5988	0
f127.0.0.1:1111,127.0.0.1:2222	6182	1	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	6187	0
f127.0.0.1:2222,127.0.0.1:1111	6188	1	4294967295	30	4
f127.0.0.1:2222,127.0.0.1:1111	6189	0
f127.0.0.1:1111,127.0.0.1:2222	6189	1	31	0	3
f127.0.0.1:1111,127.0.0.1:2222	6190	2	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	6194	1
f127.0.0.1:2222,127.0.0.1:1111	6195	2	4294967295	31	4
f127.0.0.1:2222,127.0.0.1:1111	6196	1
f127.0.0.1:1111,127.0.0.1:2222	6197	2	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	6198	1
f127.0.0.1:2222,127.0.0.1:1111	6199	2	4294967295	32	4
f127.0.0.1:2222,127.0.0.1:1111	6199	1
f127.0.0.1:2222,127.0.0.1:1111	6199	-1	4294967295	32
f127.0.0.1:1111,127.0.0.1:2222	6206	0
f127.0.0.1:2222,127.0.0.1:1111	6207	1	4294967295	33	4
f127.0.0.1:2222,127.0.0.1:1111	6207	0
f127.0.0.1:2222,127.0.0.1:1111	6207	-1	4294967295	33
f127.0.0.1:2222,127.0.0.1:1111	6608	1	4294967295	33	4
f127.0.0.1:2222,127.0.0.1:1111	6608	0
f127.0.0.1:1111,127.0.0.1:2222	6609	1	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	6609	2	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	6609	3	36	0	3
f127.0.0.1:1111,127.0.0.1:2222	6614	2
f127.0.0.1:2222,127.0.0.1:1111	6614	3	4294967295	34	4
f127.0.0.1:2222,127.0.0.1:1111	6616	2
f127.0.0.1:1111,127.0.0.1:2222	6616	3	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	6618	2
f127.0.0.1:2222,127.0.0.1:1111	6618	3	4294967295	35	4
f127.0.0.1:2222,127.0.0.1:1111	6620	2
f127.0.0.1:1111,127.0.0.1:2222	6620	3	38	0	3
f127.0.0.1:1111,127.0.0.1:2222	6622	2
f127.0.0.1:2222,127.0.0.1:1111	6622	3	4294967295	36	4
f127.0.0.1:2222,127.0.0.1:1111	6624	2
f127.0.0.1:1111,127.0.0.1:2222	6624	3	39	0	3
f127.0.0.1:1111,127.0.0.1:2222	6624	4	40	0	3
f127.0.0.1:1111,127.0.0.1:2222	6629	3
f127.0.0.1:2222,127.0.0.1:1111	6629	4	4294967295	37	4
f127.0.0.1:2222,127.0.0.1:1111	6629	3
f127.0.0.1:2222,127.0.0.1:1111	6629	-1	4294967295	37
f127.0.0.1:1111,127.0.0.1:2222	6634	2
f127.0.0.1:2222,127.0.0.1:1111	6634	3	4294967295	38	4
f127.0.0.1:2222,127.0.0.1:1111	6635	2
f127.0.0.1:1111,127.0.0.1:2222	6635	3	41	0	3
f127.0.0.1:1111,127.0.0.1:2222	6635	4	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	6637	3
f127.0.0.1:2222,127.0.0.1:1111	6637	4	4294967295	39	4
f127.0.0.1:2222,127.0.0.1:1111	6639	3
f127.0.0.1:1111,127.0.0.1:2222	6639	4	43	0	3
f127.0.0.1:1111,127.0.0.1:2222	6641	3
f127.0.0.1:2222,127.0.0.1:1111	6641	4	4294967295	40	4
f127.0.0.1:2222,127.0.0.1:1111	6643	3
f127.0.0.1:1111,127.0.0.1:2222	6643	4	44	0	3
f127.0.0.1:1111,127.0.0.1:2222	6643	5	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	6648	4
f127.0.0.1:2222,127.0.0.1:1111	6648	5	4294967295	41	4
f127.0.0.1:2222,127.0.0.1:1111	6650	4
f127.0.0.1:1111,127.0.0.1:2222	6650	5	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	6652	4
f127.0.0.1:2222,127.0.0.1:1111	6652	5	4294967295	42	4
f127.0.0.1:2222,127.0.0.1:1111	6654	4
f127.0.0.1:1111,127.0.0.1:2222	6654	5	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	6654	4
f127.0.0.1:1111,127.0.0.1:2222	6654	-1	47	0
f127.0.0.1:1111,127.0.0.1:2222	6656	3
f127.0.0.1:2222,127.0.0.1:1111	6656	4	4294967295	43	4
f127.0.0.1:2222,127.0.0.1:1111	6657	3
f127.0.0.1:1111,127.0.0.1:2222	6657	4	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	6659	3
f127.0.0.1:2222,127.0.0.1:1111	6659	4	4294967295	44	4
f127.0.0.1:2222,127.0.0.1:1111	6661	3
f127.0.0.1:1111,127.0.0.1:2222	6661	4	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	6664	3
f127.0.0.1:2222,127.0.0.1:1111	6664	4	4294967295	45	4
f127.0.0.1:2222,127.0.0.1:1111	6665	3
f127.0.0.1:1111,127.0.0.1:2222	6665	4	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	6666	5	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	6670	4
f127.0.0.1:2222,127.0.0.1:1111	6670	5	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6672	4
f127.0.0.1:1111,127.0.0.1:2222	6672	5	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	6672	4
f127.0.0.1:2222,127.0.0.1:1111	6673	5	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6674	4
f127.0.0.1:2222,127.0.0.1:1111	6674	5	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6676	4
f127.0.0.1:1111,127.0.0.1:2222	6678	3
f127.0.0.1:2222,127.0.0.1:1111	6678	4	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6679	5	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6679	4
f127.0.0.1:2222,127.0.0.1:1111	6680	3
f127.0.0.1:1111,127.0.0.1:2222	6682	2
f127.0.0.1:2222,127.0.0.1:1111	6682	3	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6683	4	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6683	3
f127.0.0.1:2222,127.0.0.1:1111	6684	2
f127.0.0.1:1111,127.0.0.1:2222	6686	1
f127.0.0.1:2222,127.0.0.1:1111	6686	2	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6686	3	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6687	2
f127.0.0.1:2222,127.0.0.1:1111	6688	1
f127.0.0.1:1111,127.0.0.1:2222	6693	0
f127.0.0.1:2222,127.0.0.1:1111	6693	1	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6694	2	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	6694	1
f127.0.0.1:2222,127.0.0.1:1111	6695	0
f127.0.0.1:2222,127.0.0.1:1111	7094	1	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	7095	0
f127.0.0.1:2222,127.0.0.1:1111	7495	1	4294967295	46	4
f127.0.0.1:2222,127.0.0.1:1111	7496	0
f127.0.0.1:1111,127.0.0.1:2222	7672	1	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	7677	0
f127.0.0.1:2222,127.0.0.1:1111	7678	1	4294967295	47	4
f127.0.0.1:2222,127.0.0.1:1111	7678	0
f127.0.0.1:2222,127.0.0.1:1111	7678	-1	4294967295	47
f127.0.0.1:2222,127.0.0.1:1111	8079	1	4294967295	47	4
f127.0.0.1:2222,127.0.0.1:1111	8079	0
f127.0.0.1:1111,127.0.0.1:2222	8080	1	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	8080	0
f127.0.0.1:1111,127.0.0.1:2222	8080	-1	48	0
f127.0.0.1:1111,127.0.0.1:2222	8080	1	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	8085	0
f127.0.0.1:2222,127.0.0.1:1111	8085	1	4294967295	47	4
f127.0.0.1:2222,127.0.0.1:1111	8085	2	4294967295	47	4
f127.0.0.1:2222,127.0.0.1:1111	8086	1
f127.0.0.1:2222,127.0.0.1:1111	8087	0
f127.0.0.1:2222,127.0.0.1:1111	8486	1	4294967295	47	4
f127.0.0.1:2222,127.0.0.1:1111	8487	0
f127.0.0.1:2222,127.0.0.1:1111	8888	1	4294967295	47	4
f127.0.0.1:2222,127.0.0.1:1111	8889	0
f127.0.0.1:1111,127.0.0.1:2222	9080	1	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	9084	0
f127.0.0.1:2222,127.0.0.1:1111	9085	1	4294967295	48	4
f127.0.0.1:2222,127.0.0.1:1111	9085	0
f127.0.0.1:2222,127.0.0.1:1111	9085	-1	4294967295	48
f127.0.0.1:2222,127.0.0.1:1111	9486	1	4294967295	48	4
f127.0.0.1:2222,127.0.0.1:1111	9487	0
f127.0.0.1:1111,127.0.0.1:2222	9487	1	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	9487	2	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	9492	1
f127.0.0.1:2222,127.0.0.1:1111	9492	2	4294967295	49	4
f127.0.0.1:2222,127.0.0.1:1111	9494	1
f127.0.0.1:1111,127.0.0.1:2222	9494	2	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	9496	1
f127.0.0.1:2222,127.0.0.1:1111	9498	2	4294967295	50	4
f127.0.0.1:2222,127.0.0.1:1111	9498	1
f127.0.0.1:2222,127.0.0.1:1111	9498	-1	4294967295	50
f127.0.0.1:1111,127.0.0.1:2222	9505	0
f127.0.0.1:2222,127.0.0.1:1111	9505	1	4294967295	51	4
f127.0.0.1:2222,127.0.0.1:1111	9506	0
f127.0.0.1:1111,127.0.0.1:2222	9507	1	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	9507	2	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	9508	3	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	9512	2
f127.0.0.1:2222,127.0.0.1:1111	9512	3	4294967295	52	4
f127.0.0.1:2222,127.0.0.1:1111	9513	2
f127.0.0.1:1111,127.0.0.1:2222	9513	3	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	9516	2
f127.0.0.1:2222,127.0.0.1:1111	9517	3	4294967295	53	4
f127.0.0.1:2222,127.0.0.1:1111	9517	2
f127.0.0.1:1111,127.0.0.1:2222	9518	3	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	9520	2
f127.0.0.1:2222,127.0.0.1:1111	9521	3	4294967295	54	4
f127.0.0.1:2222,127.0.0.1:1111	9521	2
f127.0.0.1:2222,127.0.0.1:1111	9521	-1	4294967295	54
f127.0.0.1:1111,127.0.0.1:2222	9526	1
f127.0.0.1:2222,127.0.0.1:1111	9526	2	4294967295	55	4
f127.0.0.1:2222,127.0.0.1:1111	9528	1
f127.0.0.1:1111,127.0.0.1:2222	9528	2	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	9528	3	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	9529	4	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	9531	3
f127.0.0.1:2222,127.0.0.1:1111	9531	4	4294967295	56	4
f127.0.0.1:2222,127.0.0.1:1111	9531	3
f127.0.0.1:2222,127.0.0.1:1111	9531	-1	4294967295	56
f127.0.0.1:1111,127.0.0.1:2222	9538	2
f127.0.0.1:2222,127.0.0.1:1111	9538	3	4294967295	57	4
f127.0.0.1:2222,127.0.0.1:1111	9539	2
f127.0.0.1:1111,127.0.0.1:2222	9540	3	60	0	3
f127.0.0.1:1111,127.0.0.1:2222	9540	2
f127.0.0.1:1111,127.0.0.1:2222	9540	-1	60	0
f127.0.0.1:1111,127.0.0.1:2222	9540	3	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	9540	2
f127.0.0.1:1111,127.0.0.1:2222	9540	-1	61	0
f127.0.0.1:1111,127.0.0.1:2222	9542	1
f127.0.0.1:2222,127.0.0.1:1111	9542	2	4294967295	58	4
f127.0.0.1:2222,127.0.0.1:1111	9544	1
